page,text,x,y
34,"• Deploy the solutions: definition of the target, volume analysis, choice of the
communication channel, IT feasibility study, business case, definition of a roadmap,
definition of the processes with all the actors (Customer Service, CRC, Data,
Agencies ...), legal validation, definition of KPIs
",14.424,109.8
34,"• Monitor the reporting elements: implementation of an automated reporting of
losses and churn rates,
",14.424,58.416000000000004
34,"campaign ROI and automated reporting of annual
adaptation of solutions based on reporting
",27.984,45.816
34,"Automated 
reporting of 
annual losses 
and forecast
",402.55,289.34768
34,"RESULTS
",394.85,145.63
34,"• Up to -2.1pts of churn rate at M+3 on some targets via marketing
",395.14,123.48
34,"campaigns
",408.7,110.88
34,"• Between 1.6 and 3.7M € additional revenue generated per year on
",395.14,95.298
34,"one of the marketing campaigns
",408.7,82.656
34,"• Automated reporting of annual losses and forecast
• Sensitization to an economic-centric management of marketing
",395.14,67.056
34,"campaigns (ROI, targeting customers with values)
",408.7,38.856
34,"• Contribution to the launch of a program dedicated to moves
",395.14,23.274
35,"Preparing the roll out of a Smart Home service focused on energy efficiency 
",70.92,379.28
35,"Energy – 50 000 customers 
",293.59,326.91799999999995
35,"CONTEXT AND OBJECTIVES
",14.184,302.01
35,"• While the energy market faces an increased competition, this French 
",14.4,280.49
35,"multinational energy Group wants to develop a Smart Home service, in order to 
bring new added value services to customers.  An initial offer framework has 
been established at the group level
",27.96,267.908
35,"• VERTONE has been appointed in order to put into perspective the benefits of this 
",14.4,227.05999999999997
35,"Smart Home service, and prepare its roll-out by the Group’s European 
subsidiaries  
",27.96,214.45999999999998
35,"MAIN STEPS OF THE PROJECT
",14.184,185.68
35,"• Conducting a series of interview with stakeholders, at the Group level and in the 
",14.616,163.45999999999998
35,"subsidiaries, for an understanding of the global and local situation
",28.176,150.85999999999999
35,"• Panorama of the existing services on the Smart Home market
• Animating workshops in order to find leads to value the service, and to define 
",14.616,135.26
35,"new customer journeys
",28.176,107.06400000000001
35,"• Building a sales pitch, based on customers benefits and addressing objections
• Building presentations of the service aiming at 3 targets :
",14.616,91.44
35,"• The Group’s Executive Committee
•
",50.616,60.24
35,"Subsidiaries
• Customers  
",50.616,44.64
35,"Presentation of  the service architecture 
",463.18,294.63000000000005
35,"RESULTS
",388.46,110.124
35,"•
",388.63,80.98368
35,"Full support and adoption of the project by the subsidiaries and the 
Executive Committee
",402.19,81.21600000000001
35,"• The service has been rolled out in Europe 
",388.63,53.016
36,"Launching preparation of a SMART offer for the BtoB market
",70.92,379.28
36,"CONTEXT AND OBJECTIVES
",14.184,302.01
36,"Offer’s descriptive card for a target
",468.19,297.87
36,"Energy & Utilities - Revenue (2012) = € 81.3 billion – 9.4 M customers
",187.85,326.91799999999995
36,"• As an answer to the issues faced by the company (end of the regulated prices and 
",14.4,280.49
36,"opening to competition of the energy market), one of the energy leaders in 
France has designed an offer of electricity consumption’s measure and allotment 
by use in partnership with a French start-up.
",27.96,267.908
36,"• The contribution of VERTONE consists in preparing the launch of a new offer for 
",14.4,227.05999999999997
36,"the BtoB sector through a commercial kit including customers and salesforce 
presentations
",27.96,214.45999999999998
36,"MAIN STEPS OF THE PROJECT
",14.184,175.36
36,"•
",14.424,153.58768
36,"Selected and defined 6 principal targets 
",27.984,153.82
36,"• Wrote descriptive booklets of the offer for each target
• Established a training presentation for the FtoF salesforce and the ones on the 
",14.424,138.22
36,"phone 
",27.984,110.02
36,"• Wrote selling pitches and answers to the customers objections 
• Wrote a generic business proposal to be sent the customer as an answer for an 
",14.424,94.434
36,"RfP
",27.984,66.192
36,"• Wrote a technical brief to describe the solution 
• Wrote contractual paragraphs to be included to different documents
",14.424,50.592
36,"RESULTS
",388.46,123.11
36,"• During this project, VERTONE was able to clarify the offer’s concept 
",388.66,101.08800000000001
36,"and its structure 
",402.22,88.488
36,"• At the end, the company has new clear and pragmatic sales support 
",388.66,72.888
36,"tools to insure the offer’s launching success
",402.22,60.264
37,"Elaboration of a sales process and a customer experience as part of a 
launch offer
",70.92,391.28
37,"CONTEXT AND OBJECTIVES
",14.184,302.01
37,"Processes modelling
",500.23,298.18
37,"Energy & Utilities - Revenue (2012) = € 81.3 billion – 9.4 M customers
",187.85,326.91799999999995
37,"• VERTONE intervened in the context of a launch offer of measuring and analyzing 
electricity consumption, developed by a major player in the energy, on the BtoB
market. 
",14.4,280.49
37,"• The objective of this intervention was to complement the work of preparation for 
",14.4,239.66
37,"marketing by :
",27.96,227.05999999999997
37,"•
",50.4,211.22768
37,"Sales process (prospecting phase, the signature and management of the 
contract, and the after sales)
",63.96,211.45999999999998
37,"• Customer experience, by identifying the satisfaction vectors 
•
",50.4,183.23999999999998
37,"Some internal supports 
",63.96,167.64
37,"MAIN STEPS OF THE PROJECT
",14.184,144.14000000000001
37,"• Wrote a client interview questionnaire to validate the interest of the offer to the 
",14.424,122.59
37,"prospective targets.
",27.984,110.008
37,"• Prepared and conducted workshops. 
• Modeled processes 
• Modeled customer experience and identify the transformation and satisfaction 
",14.424,94.368
37,"vectors
",27.984,50.568000000000005
37,"• Wrote an outbound prospecting call script 
",14.424,34.986
37,"RESULTS
",388.46,123.11
37,"•
",388.66,100.85568
37,"In few weeks, VERTONE has completed its mission by achieving a 
series of deliverables and enabling a successful offer launch. 
",402.22,101.08800000000001
38,"Integration of the multi-channel team in the BtoB customer marketing pole: 
implementation
",70.584,391.28
38,"Energy & Utilities - Revenue (2012) = € 74 billion – 1.7 M customers
",192.53,327.77
38,"CONTEXT AND OBJECTIVES
• VERTONE intervened 1 month before the official integration of the multi-channel 
",14.184,302.01
38,"team to the Marketing department. The objectives of this intervention were :
",28.104,268.66
38,"• Applicating and optimizing the new commercial multi-channel campaign process
• Reinforcing the multi-channel dimension of the commercial campaigns, taking a 
",14.544,253.05999999999997
38,"global view on the commercial plan thanks to a close collaboration with the 
experts of the clients targets
",28.104,224.85999999999999
38,"• Analyzing the performance of the activated channels
• Building synergies within the widened team
",14.544,196.63
38,"Performance, results and costs indicators
",455.95,299.38000000000005
38,"MAIN STEPS OF THE PROJECT
",14.184,140.63
38,"• Challenge every month the commercial campaigns plan, considering the current 
",14.4,118.2
38,"campaigns results and the resources constraints
",27.96,105.61800000000001
38,"RESULTS
",388.46,113.83
38,"• Activate new selling channels that are adapted to the new stakes of the energy 
",14.4,89.976
38,"sector (end of reglemented tarification)
",27.96,77.376
38,"• Build and maintain a strong link between the client targets experts and the 
",14.4,61.776
38,"operational team managing the commercial campaigns
",27.96,49.176
38,"• Reinforced visibility and analysis of the commercial campaigns
• Compared analysis of the performance of the activated selling 
",388.78,91.69800000000001
38,"channels, in terms of client targets and campaign main objectives
",402.34,63.456
38,"• Acquired skills on those subjects within the new team
",388.78,47.856
39,"Study among a panel of elected representatives about the dealership 
activity reports
",70.92,391.28
39,"CONTEXT AND OBJECTIVES
",14.184,302.01
39,"Interview planning dashboard
",481.15,298.73
39,"Energy & Utilities - Revenue (2013) = € 13.9 billion - 35 M customers
",190.61,326.91799999999995
39,"•
",14.4,280.25768
39,"In the context of contractual relation with its licensing authorities, our client is 
expected to provide the licensors with a yearly activity report, presenting actions 
and conditions of the territory entrusted in concession. In this report, the level of 
information is expected to be adapted to the licensors, according to their 
missions, obligations and values.
",27.96,280.49
39,"• VERTONE led a qualitative study among elected representatives and 
",14.4,214.45999999999998
39,"interlocutors with high level of responsibility, dedicated to estimate the 
satisfaction of the 2013 report content, and to highlight some suggestions of 
improvement for the next exercises.
",27.96,201.85999999999999
39,"MAIN STEPS OF THE PROJECT
",14.184,154.568
39,"• Realize a gap analysis between several reports and the national model
• Define the study perimeter 
• Determine the interlocutors to question
•
",14.424,133.028
39,"Structure an interview guide and plan the interviews
",27.984,86.184
39,"• Conduct 35 interviews and prepare the minutes
•
",14.424,70.584
39,"Identify the improvements
",27.984,55.002
39,"• Present the survey in national comities
",14.424,39.36
39,"RESULTS
",388.46,147.43
39,"• Constructive and quality interviews, realized in accordance with the 
",388.85,125.18
39,"•
",388.85,96.75168
39,"initial schedule
Identification of critical elements in the current report, and proposal of 
improvement drivers for the next exercises
",402.41,112.58
39,"• Organization by our client of the projects of evolution of the activity 
",388.85,68.78399999999999
39,"•
",388.85,40.32768
39,"report in accordance with our recommendations
Strong appropriation of our recommendations by our client who 
solicits VERTONE to present the results of this study in front of several 
national comities
",402.41,56.202000000000005
40,"Definition of the 2017-2020 customer relationship strategy for a major 
energy player
",70.32,391.28
40,"CONTEXT AND OBJECTIVES
",14.184,302.01
40,"Illustration of work streams to launch
",463.03,298.678
40,"Energy - CA 2015 = 13 548 Mds € - 35 M customers
",234.53,327.1
40,"• New trends in the energy industry are impacting the client’s customer 
",14.4,280.51
40,"relationship.
",27.96,267.928
40,"• The client has two objectives : to preserve its model and market positioning and 
",14.4,252.29
40,"to strengthen the attachment to the brand while highlighting its industrial 
excellence and clarifying its public service mission.
",27.96,239.69
40,"• VERTONE was assigned to define the customer relationship strategy within the 3 
",14.4,211.48999999999998
40,"next years.
",27.96,198.908
40,"MISSION MAIN STEPS
",14.184,179.868
40,"• Defined, for each target : key topics, content, key moments, marketing levers 
",14.52,151.2
40,"(marketing campaign, inbound marketing, etc) and primary channels.
Identified public service actors’ best practices in terms of customer relationship.
Identified, for each target, necessary data for marketing campaigns execution.
",28.08,138.6
40,"•
",14.52,122.74768
40,"•
",14.52,107.14368
40,"• Defined the organization (central vs regions) and governance modes.
• Defined a 3-year roadmap and identify the work streams to launch.
• Defined the economic model.
• Prepared and led workshops with the client team.
",14.52,91.776
40,"RESULTS
",388.46,128.37
40,"• Definition of the customer relationship strategy, its 3-year roadmap 
",386.69,106.224
40,"and its economic model in order to get the Executive Committee 
approval in June 2017.
",400.25,93.624
40,"• Draft of a short term action plan to launch first action as soon as the 
",386.69,65.42399999999999
40,"•
",386.69,36.96768
40,"following semester.
Formalization of the public sector actors’ best practices in terms of 
customer relationship.
",400.25,52.842000000000006
41,"Support on the Digital Strategy roll-out
",70.92,379.28
41,"CONTEXT AND OBJECTIVES
",14.184,302.01
41,"CHALLENGES AND SOLUTIONS
",388.44,302.05999999999995
41,"Energy & Utilities – Revenue (2012) = € 2.14 billion
",233.93,326.91799999999995
41,"• The Digital Team within the Marketing & Strategy BU of our client defined its 5-
year roadmap with a main objective to develop the online business of multiple 
subsidiaries or Group business lines.
In this context, VERTONE has been missioned to support the roll-out of this 
Digital strategy by:
",14.4,280.49
41,"•
",14.4,239.42768
41,"• Managing E-Business Projects
•
",50.4,211.45999999999998
41,"Sharing Digital expertize on E-Business topics. 
",63.96,195.878
41,"MAIN STEPS OF THE PROJECT
",14.184,168.21
41,"• Project Scoping: concept definition, Market study, Business Case elaboration, 
",14.424,146.66
41,"opportunity/positioning study
",27.984,134.06
41,"• Project Management: RFI/RFP launch, Design workshops, storyboard / customer 
",14.424,118.46000000000001
41,"journey elaboration
",27.984,105.864
41,"• Project Follow-up: animation of project/steering committees, actions follow-up, 
",14.424,90.264
41,"Go-No Go decisions, reporting, information sharing
",27.984,77.682
41,"• Coordination of multiple projects
• E-Commerce & E-Marketing best practices sharing for some needs shared by 
",14.424,62.04
41,"subsidiaries / Business lines
",27.984,33.84
41,"• Manage a dozen of E-Business projects in parallel
➔Solution: Good management of inter-dependencies between some key 
projects
",388.63,280.49
41,"RESULTS
",388.46,132.248
41,"• Pragmatic project scoping
• Rigorous project management
• Efficient coordination inter-projects and good management of inter-
",388.58,110.26
41,"•
",388.58,50.59968
41,"dependencies
Sharing of E-Business expertize towards stakeholders (subsidiaries, 
group, Business lines)
",402.14,66.456
42,"Online distribution strategy
",70.92,379.28
42,"CONTEXT AND OBJECTIVES
",14.184,302.01
42,"CHALLENGES AND SOLUTIONS
",388.44,302.05999999999995
42,"• A business line of the French subsidiary of our client was looking for the best 
",14.4,280.36999999999995
42,"• Be able to identify the « right » B2C customer segment that will 
",388.63,280.49
42,"Energy & Utilities – Revenue (2012) = € 2.14 billion
",233.93,326.91799999999995
42,"way to address its B2C segment through the Digital Channel.
",27.96,267.188
42,"• Currently, the subsidiary distributes products in France both in direct and in 
",14.4,250.94
42,"indirect (including online).
",27.96,237.74
42,"• The objective of the mission was to evaluate the best scenario in terms of 
",14.4,221.54
42,"online distribution, considering: customer needs, internal capabilities, market 
maturity level and estimated turnovers/ROI.
",27.96,208.34
42,"MAIN STEPS OF THE PROJECT
",14.184,174.28
42,"• Assessed the as-is situation of the online distribution of the subsidiary, and of its 
",14.424,152.778
42,"•
",14.424,124.30768
42,"competitors in France
Suggested areas of improvement to better control the online presence (especially 
with some unapproved distributors)
",27.984,140.14
42,"• Built and managed a customer study through social networks in order to evaluate 
",14.424,96.336
42,"•
",14.424,55.27968
42,"final customer needs in terms of online distribution (which products, services, 
offers…) and be able to build the target customer profile.
Identified pros’ and cons’ of several online distribution models especially 
regarding internal capabilities (available resources/budget, existing logistics & 
tools…)
",27.984,83.736
42,"perfectly match with the offer target. This was a real challenge due 
to the lack of customer knowledge and the specificity of the 
customer segment.
➔Solution: Go on social networks and specialized forums related to 
the company offer in order to « catch » the good customer profiles
",402.19,267.86
42,"RESULTS
",388.46,155.66
42,"• A clear vision of the subsidiary online presence and recommendation 
",388.58,133.68
42,"on how to better control this presence
",402.14,121.08
42,"• A understanding of the online market in terms of customer needs and 
",388.58,105.48
42,"competitors positioning
",402.14,92.88
42,"• An assessment of the benefits & risks of the multiple distribution 
",388.58,77.28
42,"models that could be implemented
",402.14,64.698
42,"• A pragmatic final recommendation of the online distribution strategy 
",388.58,49.056000000000004
42,"taking into account previous inputs/studies and aligned with subsidiary 
internal capabilities
",402.14,36.456
43,"Online E-Business strategy
",70.92,379.28
43,"CONTEXT AND OBJECTIVES
",14.184,302.01
43,"CHALLENGES AND SOLUTIONS
",388.44,302.05999999999995
43,"Energy & Utilities – Revenue (2012) = € 2.14 billion
",233.93,326.91799999999995
43,"•
",14.4,252.02768
43,"• The company wants to accelerate its Digital presence in order to boost sales and 
to differentiate from competitors by innovative and customer oriented services.
In this context, Vertone has been missioned for a first intervention that aimed to 
assess the as-is situation of the online presence of a specific business line 
(worldwide) and propose recommendations in order to improve existing websites 
and identify new projects to launch
Following this assignment, the company wanted to go further and required 
support to define the outlines of the Business strategy of the subsidiary
",14.4,280.49
43,"•
",14.4,198.645152
43,"• Change Management: difficulty to challenge the current distribution 
",388.63,280.49
43,"model
➔Solution: Using one-to-one interviews & co-building workshops was 
helpful to make stakeholder understand the need of this new schema
",402.19,267.86
43,"• Get quickly an operational understanding of the strategic 
",388.63,227.05999999999997
43,"recommendations
➔Solution: elaboration of detailed project files and a global pragmatic 
digital roadmap covering all the axis of the upstream strategy.
",402.19,214.45999999999998
43,"MAIN STEPS OF THE PROJECT
",14.184,149.13
43,"• Benchmark of main competitors: digital offer, online distribution models, 
",14.424,127.58
43,"promotional means, acquisition strategy…
",27.984,114.98
43,"• Understanding of customer needs though the use of Persona defined thanks to 
",14.424,99.384
43,"•
",14.424,70.92768000000001
43,"interviews with target customers.
Interviews with commercial and marketing stakeholders in order to get a clear 
vision of the current distribution channels
",27.984,86.76
43,"• Elaboration of the 3-year Business Plan
",14.424,42.96
43,"RESULTS
",388.46,155.66
43,"• A clear understanding of the online market in terms of customer needs 
",388.58,133.68
43,"and competition positioning
",402.14,121.08
43,"• A 3-year Business Plan
• A recommendation report of the target E-Business strategy (products 
",388.58,105.48
43,"range & pricing, target customers, distribution model, promotional 
means)
",402.14,77.28
43,"• A pragmatic roadmap including top-priority projects and covering the 
",388.58,49.056000000000004
43,"axis of the E-Business strategy
",402.14,36.456
44,"For the AME subsidiaries of a major energy player, definition of common 
principles for the creation and the management of a loyalty program
",70.944,391.28
44,"Energy & Utilities - Retail Business Unit - Revenue (2014) = € 77 billion
",186.05,327.77
44,"CONTEXT AND OBJECTIVES
• A global energy leader manages its distribution networks of the Africa Middle-East 
",14.184,302.01
44,"region in a context of structured markets with a high pressure on margins and an 
impossibility to differentiate itself by prices. 
",28.104,269.29
44,"•
",14.544,242.07088
44,"•
",14.544,203.04088
44,"This particular economic environment strengthens the belief that a loyalty strategy is 
necessary to create a brand preference in order to better compete against national 
companies.
",28.104,242.29
44,"Following several loyalty initiatives launched by its AME subsidiaries, the client asked 
VERTONE to help him harmonizing loyalty practices between the countries and 
defining best practices and recommendations for local entities willing to launch a 
program in the future.
",28.104,203.26
44,"Illustration – Loyalty Program creation methodology
",432.07,300.51000000000005
44,"MAIN STEPS OF THE PROJECT
",14.184,140.63
44,"RESULTS
",388.46,141.088
44,"•
",14.4,118.01088000000001
44,"Establish a qualitative and quantitative diagnosis of the loyalty programs currently 
managed by the client’s subsidiaries of the AME area (interviews conducted with each 
local loyalty manager)
",27.96,118.23
44,"• Design a common loyalty toolbox for the subsidiaries explaining how to create, 
",14.4,79.206
44,"deploy, manage and reshape a structured loyalty program.
",27.96,67.206
44,"•
",14.4,51.98688
44,"Elaborate recommendations of typical programs and technical infrastructures 
adaptable to local economic, legal and technologic al environments.
",27.96,52.205999999999996
44,"• Conception of a diagnosis (7 countries studied) analyzing the performance 
and the best practices of local loyalty programs while identifying potential 
synergies between subsidiaries and with central in terms of program 
management technical infrastructures.
",388.78,118.92999999999999
44,"•
",388.78,67.68288000000001
44,"Elaboration of a consolidated document shared with subsidiaries, 
including a Loyalty Toolkit and recommendations on the basis of 
theoretical elements from VERTONE intellectual capital and of practical 
examples taken from the 2015 VERTONE loyalty benchmark and from 
AME programs case studies.
",402.34,67.902
45,"Framing of distribution and partnership strategy with a e-
marketplace in Africa
",70.56,391.28
45,"Marketing and sales department from an international oil company
",192.29,327.77
45,"CONTEXT AND OBJECTIVES
",14.184,307.46
45,"• Our client’s Sales and Marketing African department aimed at studying the 
",14.592,285.72
45,"opportunity of selling its products on a e-marketplace though its subsidiaries in 
Africa. 
",28.152,273.12
45,"• VERTONE’s expertise in market analysis has been solicited in order to pinpoint 
",14.592,244.89999999999998
45,"the potential of the concerned category of products on the marketplace in each 
target country. 
",28.152,232.29999999999998
45,"• The second objective was to define the target range of products to be sold in 
",14.592,204.1
45,"each country on the e-marketplace and its associated marketing mix (price, 
promotion, …).
",28.152,191.5
45,"• The third objective was to define partnership scenario with the e-marketplace 
",14.592,163.26999999999998
45,"fort each country : what logistic processes, financial rules, …?
",28.152,150.67
45,"APPROACH
",14.184,135.01999999999998
45,"• Conduct qualitative (customer journey on the marketplace) and quantitative 
",14.424,113.5
45,"analysis of the marketplace on each target country (database creation: number of 
items, prices, discounts, brands, …)
Follow an iterative process through several workshops so as to define target 
ranges of products and the marketing mix
Follow a masked approach of the marketplace in order to collect partnership 
alternatives and options for each target country
",27.984,100.896
45,"•
",14.424,72.43968
45,"•
",14.424,44.23968
45,"Note stratégique par pays 
",489.58,299.55
45,"RESULTS
",388.46,111.91
45,"• A clear vision over the potential of each country (turnover) 
• A turnkey synthetic presentation to apply the defined strategy with the 
",388.7,89.808
45,"General Manager in each subsidiary and negotiate with the 
marketplace
",402.26,61.608000000000004
45,"• Our client quickly grew its knowledge on marketplaces’ business model 
",388.7,33.384
45,"logic
",402.26,20.784
46,"Feasibility study for the launch of an international merchandising 
e-business site for a mythical brand
",70.92,391.28
46,"CONTEXT AND OBJECTIVES
",14.184,302.01
46,"Example of an e-business platform settings
",452.11,298.678
46,"Energy - Turnover 2016 = 149 Mds €
",270.91,327.1
46,"• The brand has a strong notoriety worldwide, especially on the Moto market, due 
",14.4,280.49
46,"ton its mythical history in motor sports.
",27.96,267.908
46,"• Despite a strong digital presence, the brand seems not to benefit from it. Hence, 
",14.4,252.26
46,"our client want to revive the brand through the e-business lever and has asked 
VERTONE to evaluate the opportunity for the launch of a merchandising e-
business site.
",27.96,239.66
46,"MAIN STEPS OF THE PROJECT
",14.184,189.45
46,"• Analyse of the situation : brand online presence, competition and products 
",14.448,167.88
46,"•
",14.448,139.44768
46,"offered benchmark, online demand, etc. 
Interviews with different stakeholders : internal representatives (existing 
projects, specific needs, client feedbacks, etc.) and external representatives 
(potential partners, other actors in the industry, etc.).
",28.008,155.28
46,"• Definition of the project main specificities : country scope, product range, e-
",14.448,98.85600000000001
46,"business platform settings, website, etc. 
",28.008,86.256
46,"• Modelling of 3 economic scenarios (finance, value chain, licensing or sponsoring 
",14.448,70.65599999999999
46,"models, etc.) and recommendations.
",28.008,58.056000000000004
46,"RESULTS
",388.46,128.37
46,"• Decision file presented in the Group Steering Committee.
• Recommendations in a scope of 20 countries around the world.
",388.78,106.224
46,"•
",388.78,74.76768
46,"First study on the subject that led to the creation of an e-business 
dedicated entity within the Group.
",402.34,75.0
47,"Creation of an information website dedicated to the diesel exhaust fluid 
AdBlue®
",70.92,393.67999999999995
47,"CONTEXT & OBJECTIVES
",14.184,300.368
47,"AdBlue market analysis
",495.74,294.85
47,"Energie & Utilities – Marketing & Services Branch
",237.65,327.1
47,"• To become a major player in the AdBlue distribution, our client has identified 
",14.544,275.3
47,"the digital media as a key differentiating element.
In this context, VERTONE has been selected to :
",28.104,262.7
47,"•
",14.544,246.86768
47,"•
",50.544,231.26768
47,"Secure the creation and deployment of an AdBlue dedicated website
",64.104,231.5
47,"• Define the 2017-2018 e-commerce/e-marketing strategy
",50.544,215.88
47,"APPROACH
",14.184,167.048
47,"• Existing website overview (infodiesel.fr)
• Define new website specifications: goals and stakes, content and 
",14.376,143.57
47,"functionalities, tree map and browsing
",27.936,117.86
47,"• Analyze AdBlue BtoC market: oil and gas companies, chemical producers, 
",14.376,103.464
47,"marketplaces, pure players, mass market retailers
",27.936,92.184
47,"• Analyze the online marketing mix
• Define the 2017-2018 e-commerce/e-marketing strategy
",14.376,77.784
47,"RESULTS
",388.46,152.338
47,"Securing new website creation
",402.41,129.12
47,"•
• 4 projects definition for 2017-2018 :
",388.85,128.88768000000002
47,"• New AdBlue services identification
• New online distribution channels identification for AdBlue
",424.85,100.44
47,"bottles
",438.41,74.76
47,"• New offer definition for long distant drivers
• Content strategy definition, mobile version and website 
",424.85,60.336
47,"evolutions definition
",438.41,34.656
47,"P.47
",659.98,14.282880000000002
48,"Optimization of the animation of a collaborative platform 
",70.56,379.28
48,"CONTEXT AND OBJECTIVES
",14.184,302.01
48,"Recommandation to increase contribution 
",453.79,299.31
48,"Energie & Utilities - Revenue 2012 = €2,14 billions
",236.21,327.77
48,"• The client launched a collaborative platform in June 2017, which aims to gather in 
",14.448,280.42
48,"one place testimonials linked with the company from different targets 
(employees, retired people, partners …). Despite the setting of several internal 
communication actions, the number of visits and contributions remain low. 
In this context, VERTONE has been missioned to support the project team to 
perform an audit of the platform and to elaborate recommendations to increase 
visits and contributions.  
",28.008,267.82
48,"•
",14.448,226.805152
48,"MAIN STEPS OF THE PROJECT 
",14.184,175.96
48,"• Diagnosis of the platform :  
- Analysis of the platform
- Analysis of the performance of the platform through the study of key web KPIs 
",14.568,154.26999999999998
48,"RESULTS 
",388.46,138.09
48,"• Conduct of 12 interviews with contributors and non-contributors in order to 
",14.568,103.89
48,"contributions : 
",402.34,103.36200000000001
48,"understand the motivations to contribute and the lack of contribution 
",28.128,91.248
48,"• Workshop with the project team to define the objectives and the strategy of 
",14.568,66.048
48,"coexistence between the platform and other digital supports, especially the 
internal intranet. 
",28.128,53.448
48,"Targeting 
",402.34,78.12
48,"- Communication 
-
- Developing contribution
- Creation of a community 
",388.78,90.72
48,"• Elaboration of  recommendations around 4 axes to increase visits and 
",388.78,115.94
49,"Scoping of an international website revamping for a leader in chemical 
industry
",67.848,392.928
49,"Chemical and Petroleum Industry - CA 2016 = 142 M€
",227.35,327.1
49,"Methodology of conception of a new website
",450.19,298.59000000000003
49,"CONTEXT AND OBJECTIVES
",14.184,302.01
49,"•
",14.448,280.93
49,"To position himself as a worldwide leader on lubricant business for automotive and 
industry, our client want to rethink its international website to:
",28.632,280.93
49,"•
•
•
•
",50.472,259.3
49,"Increase the worldwide visibility of the brand 
Drive traffic on local websites
Offer advice and support to customers
Identify prospects
",73.032,259.3
49,"•
",14.448,216.1
49,"The client needs a support to scope the website revamping guidelines. 
",28.632,216.1
49,"MAIN STEPS OF THE MISSION
STREAM 1: Customer promise definition
• Diagnosis of the current website positioning thanks to:
",14.184,188.87
49,"•
",35.664,146.61592
49,"•
",35.664,138.21592
49,"•
",35.664,129.81592
49,"•
",35.664,121.41592
49,"An analysis of the current website (customer journey, content, traffic data)
A benchmark of competitors websites on lubricant activity (5 worldwide websites, 6 local websites)
Customers interviews (28 international  customers from different business activities)
Collaborators interviews (16 experts from digital department or dedicated business units)
",50.064,147.73
49,"RESULTS
",388.46,128.37
49,"Identification of the new website promise and the associated main challenges
",28.824,113.878
49,"•
STREAM 2: Collaborative conception of a target treemap, a new homepage and main 
customer journeys
•
",14.664,112.528
49,"Suggestion of the first levels of treemap and associated templates, taking customers 
needs into account (from interviews and personae)
Animation of conception workshops with client teams
Conception of animated mock ups (in collaboration with an artistic director)
Challenge of these mock ups and feedbacks collection with previously interviewed 
customers
",28.824,81.438
49,"•
",14.664,58.488
49,"•
•
",14.664,47.687999999999995
49,"•
",388.85,104.64
49,"•
",388.85,80.04
49,"•
",388.85,45.839999999999996
49,"Conception of the complete website architecture, illustrated by mock ups on 3 
main customer journeys (customer, professionals, industrials)
",403.01,105.99
49,"Rationalization of the number of pages from 360 to 203 to simplify customer 
journeys (38 current pages to redesign, 62 current pages with content to be enriched, 
103 pages to be created – mainly redirection pages for a seamless customer journey)
",403.01,81.39
49,"According to customers interviews, the new website is more user friendly: 
Pages well structured and well designed, customer journey intuitive and 
easier, spotlighted Services page…
",403.01,47.19
49,"49
",682.58,15.552
50,"Icône 
secteur
",24.12,380.12
50,"Diagnosis of a solution and recommendation of levers to develop sales
",70.92,379.28
50,"CONTEXT AND OBJECTIVES
",14.184,302.01
50,"Illustration of the final deliverable
",470.23,298.678
50,"Energy – 2017 revenue = 171 billion € 
",266.95,327.1
50,"• As part of the deployment of a new solution for professionals, the customer 
",14.4,280.49
50,"wants to be accompanied in the identification of levers to activate to develop 
sales (including framing the redesign of a website)
",27.96,267.908
50,"• Vertone was asked to carry out an audit of the site, to identify a new promise and 
",14.4,226.1
50,"optimization axes to optimize customer journeys
",27.96,213.5
50,"MAIN STEPS OF THE PROJECT
",14.184,189.45
50,"• Design an interview guide to conduct interviews with various collaborators to 
",14.424,167.89999999999998
50,"understand the solution and expectations on this new website
",27.984,155.29999999999998
50,"• Analyze the existing website
",14.424,139.7
50,"•
",14.424,123.84768
50,"•
",14.424,95.64768
50,"Identify and prioritize areas for site improvement based on diagnosis and 
benchmark elements
Suggest additional leads to increase sales of the solution
",27.984,124.08
50,"RESULTS
",388.46,128.37
50,"• Diagnosis of the website
• Prioritized recommendations for a new site
• Definition of the next levers to increase sales
",388.78,106.224
51,"Framing and launch of 3 segmented loyalty programs
",70.56,378.11911999999995
51,"CONTEXT AND OBJECTIVES
",14.184,302.01
51,"Business plans benchmark, scoring and summation
",435.55,299.31
51,"Energy & Utilities – 2016 revenue = 149 billion €
",240.53,327.77
51,"• Our client launched a new loyalty program that did not reach the ambitions 
",14.448,280.42
51,"originally set and led to strong customer dissatisfaction
",28.008,267.82
51,"• This new program initially replaced the brand’s historic one, which was popular 
",14.448,252.22
51,"but still needed redesign to align with best practices and include increased 
profitability requirements
In this context, VERTONE was mandated to assist our client’s project team to 
segment, redesign and launch 3 loyalty programs
",28.008,239.61999999999998
51,"•
",14.448,211.15768
51,"MAIN STEPS OF THE PROJECT
",14.184,175.96
51,"• Carry out an internal and external diagnosis to highlight key learnings : interviews 
",14.52,154.32
51,"with internal stakeholders (headquarter and field) and external ones (customer 
surveys), benchmark of best market and sector-specific loyalty programs
",28.08,141.72
51,"RESULTS
",388.46,138.09
51,"• Define the ambitions and objectives of each loyalty program
• Co-develop program scenarios during workshops with the HQ and field teams
•
",14.52,113.52
